Card,Price Change %,Price Change $,Starting Price,Last Sale,Avg,Min Sale,Max Sale,Volume Change %,# of Sales,Total Sales $
"Servine 2025 Japanese Scarlet & Violet: Black Bolt #088/086 Art Rare Raw TCG (Near Mint)","17.16","$1.46","$8.51","$9.97 (10/23/2025)","$9.45","$5.92","$14.70","-28.00","18","$170.10"
"Great Tusk 2025 Scarlet & Violet: Prismatic Evolutions #055/131 Poke Ball Reverse Holo Raw TCG (Near Mint)","17.04","$0.68","$3.99","$4.67 (10/20/2025)","$3.43","$1.49","$4.67","33.33","4","$13.73"
"Ethan's Pichu 2025 Japanese Scarlet & Violet: Heat Wave Arena #036/063 Base Raw TCG (Near Mint)","16.99","$0.26","$1.53","$1.79 (10/11/2025)","$1.61","$1.51","$1.79","0.00","3","$4.83"
"Treasure Tracker 2025 Scarlet & Violet: Prismatic Evolutions #131/131 Holo (ACE SPEC) Raw TCG (Near Mint)","16.98","$0.33","$1.95","$2.29 (10/23/2025)","$1.97","$1.00","$3.31","50.00","24","$47.17"
"Regirock ex 2025 Japanese Scarlet & Violet: Glory of Team Rocket #115/098 Super Rare (Full Art) Raw TCG (Near Mint)","16.92","$0.67","$3.99","$4.67 (10/24/2025)","$5.42","$3.99","$6.54","44.44","13","$70.48"
"Hilda 2025 Scarlet & Violet: White Flare #164/086 Ultra Rare (Full Art) Raw TCG (Near Mint)","16.81","$1.57","$9.33","$10.90 (10/24/2025)","$12.40","$6.00","$20.32","-31.10","113","$1401.05"
"Magearna 2025 Scarlet & Violet: Journey Together #107/159 Holo Raw TCG (Near Mint)","16.78","$0.24","$1.43","$1.67 (10/16/2025)","$1.38","$0.99","$1.81","50.00","6","$8.31"
"Lycanroc 2025 Scarlet & Violet: Journey Together #085/159 Reverse Holo Raw TCG (Near Mint)","16.78","$0.25","$1.49","$1.74 (10/22/2025)","$2.38","$1.25","$3.88","-16.67","10","$23.79"
"Tranquill 2025 Scarlet & Violet: Black Bolt #149/086 Illustration Rare Raw TCG (Near Mint)","16.67","$1.00","$6.00","$7.00 (10/22/2025)","$5.93","$3.00","$9.95","-34.62","17","$100.73"
"Team Rocket's Tyranitar 2025 Scarlet & Violet: Destined Rivals #096/182 Reverse Holo Raw TCG (Near Mint)","16.67","$0.25","$1.50","$1.75 (10/23/2025)","$1.82","$1.00","$2.84","-47.06","9","$16.36"
"Joltik 2025 Scarlet & Violet: White Flare #116/086 Illustration Rare Raw TCG (Near Mint)","16.56","$2.98","$18.00","$20.98 (10/24/2025)","$19.52","$12.50","$25.46","-15.91","37","$722.20"
"Keldeo ex 2025 Japanese Scarlet & Violet: White Flare #027/086 Double Rare Raw TCG (Near Mint)","16.55","$0.23","$1.39","$1.62 (10/20/2025)","$1.49","$1.02","$1.79","50.00","6","$8.92"
"Team Rocket's Meowth 2025 Scarlet & Violet: Destined Rivals #203/182 Illustration Rare Raw TCG (Near Mint)","16.54","$5.02","$30.36","$35.39 (10/24/2025)","$31.72","$20.00","$46.00","-35.53","127","$4028.61"
"Dwebble 2025 Japanese Scarlet & Violet: Black Bolt #135/086 Art Rare Raw TCG (Near Mint)","16.53","$0.99","$5.99","$6.98 (10/24/2025)","$7.53","$4.53","$14.40","-17.24","24","$180.62"
"Professor Sada's Vitality 2025 Scarlet & Violet: Prismatic Evolutions #120/131 Poke Ball Reverse Holo Raw TCG (Near Mint)","16.43","$0.23","$1.40","$1.63 (10/04/2025)","$1.51","$1.40","$1.63","-33.33","2","$3.03"
"Magnemite 2025 Mega Evolution #045/132 Reverse Holo Raw TCG (Near Mint)","16.37","$0.28","$1.71","$1.99 (10/23/2025)","$1.52","$0.99","$1.99","0.00","10","$15.18"
"Woobat 2025 Scarlet & Violet: White Flare #119/086 Illustration Rare Raw TCG (Near Mint)","16.18","$1.35","$8.36","$9.71 (10/24/2025)","$7.96","$2.00","$14.61","-8.70","42","$334.12"
"Scolipede 2025 Japanese Scarlet & Violet: Black Bolt #140/086 Art Rare Raw TCG (Near Mint)","16.09","$0.83","$5.16","$5.99 (10/24/2025)","$5.98","$3.50","$16.00","-11.76","30","$179.54"
"Cynthia's Garchomp ex 2025 Scarlet & Violet: Destined Rivals #232/182 Special Illustration Rare Raw TCG (Near Mint)","16.00","$40.00","$250.00","$290.00 (10/24/2025)","$294.70","$200.00","$421.56","-60.55","43","$12671.95"
"Hop's Zacian ex 2025 Japanese Scarlet & Violet: Battle Partners #118/100 Super Rare (Full Art) Raw TCG (Near Mint)","15.95","$0.63","$3.95","$4.58 (10/22/2025)","$3.53","$1.32","$4.58","0.00","4","$14.10"
"Zekrom ex 2025 Scarlet & Violet: Black Bolt #172/086 Black White Rare (Secret) Raw TCG (Near Mint)","15.89","$61.88","$389.50","$451.38 (10/19/2025)","$406.63","$275.58","$560.00","-40.54","44","$17891.72"
"Whimsicott ex 2025 Scarlet & Violet: White Flare #157/086 Ultra Rare (Full Art) Raw TCG (Near Mint)","15.80","$0.44","$2.76","$3.20 (10/24/2025)","$2.70","$1.00","$4.63","-14.75","52","$140.56"
"Air Balloon 2025 Scarlet & Violet: Black Bolt #079/086 Reverse Holo Raw TCG (Near Mint)","15.74","$0.34","$2.16","$2.50 (10/22/2025)","$2.79","$1.75","$7.30","22.22","11","$30.65"
"Roaring Moon 2025 Scarlet & Violet: Prismatic Evolutions #065/131 Holo Raw TCG (Near Mint)","15.74","$0.17","$1.08","$1.25 (10/05/2025)","$1.20","$0.99","$1.49","-33.33","4","$4.81"
"Cheren 2025 Scarlet & Violet: White Flare #081/086 Reverse Holo Raw TCG (Near Mint)","15.74","$0.17","$1.08","$1.25 (10/19/2025)","$1.14","$1.08","$1.25","0.00","3","$3.41"
"Noibat 2025 Scarlet & Violet: Journey Together #127/159 Base Raw TCG (Near Mint)","15.66","$0.16","$0.99","$1.15 (10/18/2025)","$1.09","$0.99","$1.30","50.00","3","$3.28"
"Alakazam 2025 Mega Evolution #056/132 Holo Raw TCG (Near Mint)","15.52","$0.18","$1.16","$1.34 (10/21/2025)","$1.86","$0.82","$5.18","411.11","46","$85.67"
"Bouffalant ex 2025 Scarlet & Violet: White Flare #077/086 Double Rare Raw TCG (Near Mint)","15.45","$0.17","$1.10","$1.27 (10/23/2025)","$1.48","$0.99","$2.63","-4.76","20","$29.59"
"Team Rocket's Great Ball 2025 Scarlet & Violet: Destined Rivals #175/182 Reverse Holo Raw TCG (Near Mint)","15.38","$0.26","$1.69","$1.95 (10/23/2025)","$1.90","$1.69","$1.97","0.00","5","$9.50"
"Roggenrola 2025 Scarlet & Violet: White Flare #046/086 Poke Ball Reverse Holo Raw TCG (Near Mint)","15.38","$0.20","$1.30","$1.50 (10/08/2025)","$1.77","$1.30","$2.39","33.33","4","$7.08"
"Ivysaur 2025 Mega Evolution #002/132 Base Raw TCG (Near Mint)","15.28","$0.17","$1.08","$1.25 (10/17/2025)","$1.76","$1.00","$2.68","1600.00","17","$29.98"
"Ceruledge ex 2025 Scarlet & Violet: Prismatic Evolutions #147/131 Special Illustration Rare Raw TCG (Near Mint)","15.11","$12.92","$85.50","$98.42 (10/24/2025)","$109.02","$75.00","$145.59","24.24","41","$4469.73"
"Espeon 2025 Scarlet & Violet: Prismatic Evolutions #033/131 Master Ball Reverse Holo Raw TCG (Near Mint)","15.06","$3.01","$19.99","$23.00 (10/22/2025)","$21.88","$4.25","$30.00","6.25","17","$372.04"
"Houndoom 2025 Scarlet & Violet: Prismatic Evolutions #063/131 Poke Ball Reverse Holo Raw TCG (Near Mint)","15.00","$0.21","$1.40","$1.61 (10/22/2025)","$1.76","$1.29","$3.00","25.00","5","$8.79"
"Exeggcute 2025 Scarlet & Violet: Prismatic Evolutions #001/131 Poke Ball Reverse Holo Raw TCG (Near Mint)","14.97","$0.22","$1.47","$1.69 (10/06/2025)","$1.54","$1.00","$1.99","0.00","4","$6.15"
"Munkidori 2025 Scarlet & Violet: Prismatic Evolutions #044/131 Holo Raw TCG (Near Mint)","14.88","$0.27","$1.84","$2.11 (10/22/2025)","$1.82","$0.99","$2.97","3.70","28","$51.01"
"Mega Lucario ex 2025 Mega Evolution #179/132 Special Illustration Rare Raw TCG (Near Mint)","14.82","$47.11","$317.89","$365.00 (10/24/2025)","$330.19","$192.45","$465.00","578.05","278","$91791.76"
"Leafeon 2025 Scarlet & Violet: Prismatic Evolutions #005/131 Master Ball Reverse Holo Raw TCG (Near Mint)","14.81","$2.00","$13.50","$15.50 (10/24/2025)","$20.08","$13.50","$26.35","180.00","14","$281.14"
"Woobat 2025 Scarlet & Violet: White Flare #036/086 Poke Ball Reverse Holo Raw TCG (Near Mint)","14.77","$0.22","$1.49","$1.71 (10/12/2025)","$1.66","$1.49","$1.79","-40.00","3","$4.99"
"Purrloin 2025 Scarlet & Violet: White Flare #136/086 Illustration Rare Raw TCG (Near Mint)","14.74","$1.40","$9.50","$10.90 (10/24/2025)","$10.50","$4.25","$19.60","-41.94","36","$378.11"
"Shuckle 2025 Japanese Mega Symphonia #64/63 Art Rare Raw TCG (Near Mint)","14.63","$0.56","$3.82","$4.38 (10/24/2025)","$4.53","$2.00","$27.60","-26.92","114","$515.97"
"Serperior ex 2025 Japanese Scarlet & Violet: Black Bolt #167/086 Special Art Rare Raw TCG (Near Mint)","14.61","$3.57","$24.43","$28.00 (10/23/2025)","$25.96","$21.78","$32.40","-46.67","8","$207.68"
"Elgyem 2025 Scarlet & Violet: Black Bolt #040/086 Poke Ball Reverse Holo Raw TCG (Near Mint)","14.56","$0.38","$2.61","$2.99 (10/05/2025)","$2.18","$1.33","$2.99","100.00","4","$8.72"
"Yveltal 2025 Japanese Mega Brave #40/63 Holo Raw TCG (Near Mint)","14.47","$0.34","$2.35","$2.69 (10/17/2025)","$2.52","$2.35","$2.69","0.00","2","$5.04"
"Steelix 2025 Japanese Mega Brave #45/63 Holo Raw TCG (Near Mint)","14.37","$0.25","$1.74","$1.99 (10/18/2025)","$1.74","$1.49","$1.99","-71.43","4","$6.96"
"Zacian 2025 Japanese Mega: Inferno X #39/80 Holo Raw TCG (Near Mint)","14.29","$0.25","$1.75","$2.00 (10/21/2025)","$1.95","$1.50","$2.13","0.00","7","$13.62"
"Earthen Vessel 2025 Scarlet & Violet: Prismatic Evolutions #106/131 Poke Ball Reverse Holo Raw TCG (Near Mint)","14.29","$0.25","$1.75","$2.00 (10/21/2025)","$1.95","$1.42","$2.56","-40.00","6","$11.72"
"Ethan's Typhlosion 2025 Scarlet & Violet: Destined Rivals #034/182 Reverse Holo Raw TCG (Near Mint)","14.29","$0.57","$3.99","$4.56 (10/16/2025)","$3.15","$1.25","$4.70","-31.25","11","$34.63"
"Mamoswine ex 2025 Scarlet & Violet: Journey Together #079/159 Double Rare Raw TCG (Near Mint)","14.20","$0.25","$1.74","$1.99 (10/24/2025)","$1.84","$0.95","$3.11","-28.57","25","$46.11"
"Butterfree 2025 Scarlet & Violet: Journey Together #003/159 Reverse Holo Raw TCG (Near Mint)","14.20","$0.24","$1.69","$1.93 (10/23/2025)","$1.91","$1.69","$2.75","45.45","16","$30.48"
"Team Rocket's Orbeetle 2025 Scarlet & Violet: Destined Rivals #198/182 Illustration Rare Raw TCG (Near Mint)","14.10","$0.74","$5.25","$5.99 (10/24/2025)","$6.10","$3.00","$9.99","-48.54","53","$323.34"
"Blitzle 2025 Scarlet & Violet: White Flare #031/086 Poke Ball Reverse Holo Raw TCG (Near Mint)","14.00","$0.21","$1.50","$1.71 (10/18/2025)","$1.59","$1.00","$2.49","20.00","6","$9.57"
"Ferrothorn 2025 Scarlet & Violet: White Flare #149/086 Illustration Rare Raw TCG (Near Mint)","13.95","$1.38","$9.89","$11.27 (10/24/2025)","$10.31","$7.00","$16.35","-69.05","13","$133.97"
"Flareon 2025 Scarlet & Violet: Prismatic Evolutions #013/131 Reverse Holo Raw TCG (Near Mint)","13.87","$0.21","$1.49","$1.70 (10/23/2025)","$1.60","$1.45","$2.14","-7.69","12","$19.23"
"Dudunsparce 2025 Scarlet & Violet: Prismatic Evolutions #080/131 Master Ball Reverse Holo Raw TCG (Near Mint)","13.74","$1.51","$10.99","$12.50 (10/22/2025)","$12.24","$9.50","$19.99","80.00","9","$110.16"
"Arcanine 2025 Scarlet & Violet: Destined Rivals #028/182 Base Raw TCG (Near Mint)","13.71","$0.24","$1.75","$1.99 (10/09/2025)","$1.87","$1.75","$1.99","-33.33","2","$3.74"
"Arven's Greedent 2025 Scarlet & Violet: Destined Rivals #159/182 Reverse Holo Raw TCG (Near Mint)","13.71","$0.24","$1.75","$1.99 (10/21/2025)","$2.04","$1.49","$2.69","66.67","10","$20.37"
"Sawk 2025 Scarlet & Violet: White Flare #049/086 Poke Ball Reverse Holo Raw TCG (Near Mint)","13.71","$0.24","$1.75","$1.99 (10/19/2025)","$1.75","$1.50","$1.99","-57.14","3","$5.24"
"Breloom 2025 Scarlet & Violet: Destined Rivals #006/182 Reverse Holo Raw TCG (Near Mint)","13.57","$0.19","$1.40","$1.59 (10/19/2025)","$1.45","$1.40","$1.59","0.00","7","$10.18"
"Iono's Bellibolt ex 2025 Scarlet & Violet: Journey Together #188/159 Hyper Rare (Secret) Raw TCG (Near Mint)","13.54","$1.61","$11.89","$13.50 (10/23/2025)","$16.32","$10.00","$26.95","-36.00","48","$783.28"
"Meloetta ex 2025 Scarlet & Violet: Black Bolt #159/086 Ultra Rare (Full Art) Raw TCG (Near Mint)","13.21","$0.39","$2.99","$3.38 (10/24/2025)","$3.21","$1.20","$6.61","-24.07","41","$131.53"
"Rufflet 2025 Scarlet & Violet: Black Bolt #154/086 Illustration Rare Raw TCG (Near Mint)","13.13","$0.70","$5.33","$6.03 (10/24/2025)","$6.23","$0.99","$9.26","-16.13","26","$161.96"
"Blitzle 2025 Japanese Scarlet & Violet: White Flare #111/086 Art Rare Raw TCG (Near Mint)","12.94","$0.63","$4.87","$5.50 (10/23/2025)","$4.63","$3.25","$6.39","-18.18","18","$83.32"
"Sylveon 2025 Scarlet & Violet: Prismatic Evolutions #040/131 Master Ball Reverse Holo Raw TCG (Near Mint)","12.77","$3.18","$24.95","$28.13 (10/24/2025)","$23.41","$13.00","$31.41","60.00","16","$374.64"
"Tapu Koko ex 2025 Scarlet & Violet: Journey Together #051/159 Double Rare Raw TCG (Near Mint)","12.76","$0.25","$1.96","$2.21 (10/24/2025)","$1.92","$1.00","$2.49","27.27","28","$53.76"
"Tyrogue 2025 Mega Evolution #071/132 Reverse Holo Raw TCG (Near Mint)","12.75","$0.19","$1.49","$1.68 (10/14/2025)","$1.60","$0.99","$1.99","0.00","8","$12.80"
"Simisear 2025 Scarlet & Violet: White Flare #100/086 Illustration Rare Raw TCG (Near Mint)","12.70","$0.93","$7.32","$8.25 (10/24/2025)","$9.04","$6.88","$13.51","-66.67","12","$108.51"
"Mega Sharpedo ex 2025 Japanese Mega: Inferno X #98/80 Super Rare (Full Art) Raw TCG (Near Mint)","12.70","$0.89","$7.01","$7.90 (10/24/2025)","$8.77","$4.55","$29.19","0.00","51","$447.42"
"Vanillite 2025 Scarlet & Violet: White Flare #027/086 Master Ball Reverse Holo Raw TCG (Near Mint)","12.66","$0.48","$3.79","$4.27 (10/24/2025)","$4.13","$1.99","$5.39","40.00","7","$28.92"
"Team Rocket's Nidoking ex 2025 Scarlet & Violet: Destined Rivals #233/182 Special Illustration Rare Raw TCG (Near Mint)","12.58","$14.47","$115.00","$129.47 (10/24/2025)","$139.75","$109.00","$205.39","-5.45","52","$7267.26"
"Oshawott 2025 Japanese Scarlet & Violet: White Flare #102/086 Art Rare Raw TCG (Near Mint)","12.51","$3.00","$23.99","$26.99 (10/24/2025)","$22.46","$14.63","$29.99","-25.93","20","$449.20"
"Salamence ex 2025 Japanese Scarlet & Violet: Battle Partners #072/100 Double Rare Raw TCG (Near Mint)","12.29","$0.22","$1.79","$2.01 (10/17/2025)","$1.76","$0.99","$2.02","25.00","5","$8.81"
"Miltank 2025 Mega Evolution #106/132 Reverse Holo Raw TCG (Near Mint)","12.25","$0.25","$2.00","$2.25 (10/23/2025)","$1.97","$0.99","$3.00","1700.00","18","$35.52"
"Braviary 2025 Japanese Scarlet & Violet: White Flare #157/086 Art Rare Raw TCG (Near Mint)","12.24","$0.58","$4.74","$5.32 (10/23/2025)","$5.14","$2.47","$6.98","-27.27","16","$82.28"
"Klinklang 2025 Japanese Scarlet & Violet: White Flare #148/086 Art Rare Raw TCG (Near Mint)","12.04","$0.72","$5.98","$6.70 (10/23/2025)","$5.05","$2.76","$6.70","15.38","15","$75.70"
"Explorer's Guidance 2025 Scarlet & Violet: Prismatic Evolutions #107/131 Poke Ball Reverse Holo Raw TCG (Near Mint)","12.03","$0.16","$1.33","$1.49 (10/18/2025)","$1.41","$1.33","$1.49","0.00","2","$2.82"
"Umbreon ex 2025 Scarlet & Violet: Prismatic Evolutions #161/131 Special Illustration Rare Raw TCG (Near Mint)","11.97","$119.75","$1000.00","$1119.75 (10/24/2025)","$1095.01","$730.99","$1600.00","-9.62","47","$51465.48"
"Larry's Skill 2025 Scarlet & Violet: Prismatic Evolutions #139/131 Ultra Rare (Full Art) Raw TCG (Near Mint)","11.95","$0.32","$2.63","$2.95 (10/23/2025)","$2.33","$0.99","$6.02","38.89","50","$116.75"
"Landorus 2025 Japanese Scarlet & Violet: Black Bolt #137/086 Art Rare Raw TCG (Near Mint)","11.89","$0.54","$4.50","$5.04 (10/24/2025)","$5.72","$2.25","$9.41","0.00","29","$165.95"
"Panpour 2025 Scarlet & Violet: Black Bolt #017/086 Poke Ball Reverse Holo Raw TCG (Near Mint)","11.76","$0.30","$2.55","$2.85 (10/24/2025)","$2.80","$2.55","$2.99","-25.00","3","$8.39"
"Zorua 2025 Japanese Scarlet & Violet: White Flare #058/086 Reverse Holo Raw TCG (Near Mint)","11.73","$0.21","$1.79","$2.00 (10/19/2025)","$1.90","$1.79","$2.00","0.00","2","$3.79"
"Victini 2025 Japanese Scarlet & Violet: Black Bolt #097/086 Art Rare Raw TCG (Near Mint)","11.69","$1.87","$15.99","$17.86 (10/23/2025)","$16.94","$13.99","$19.95","-54.55","15","$254.07"
"Team Rocket's Giovanni 2025 Scarlet & Violet: Destined Rivals #225/182 Ultra Rare (Full Art) Raw TCG (Near Mint)","11.66","$1.26","$10.76","$12.02 (10/24/2025)","$9.56","$4.25","$18.09","-45.57","43","$410.97"
"Dusclops 2025 Scarlet & Violet: Prismatic Evolutions #036/131 Poke Ball Reverse Holo Raw TCG (Near Mint)","11.54","$0.15","$1.30","$1.45 (10/21/2025)","$1.80","$0.99","$3.14","114.29","15","$27.02"
"Victini 2025 Scarlet & Violet: Black Bolt #171/086 Black White Rare (Secret) Raw TCG (Near Mint)","11.52","$48.89","$424.50","$473.39 (10/22/2025)","$443.85","$355.67","$550.00","-23.81","16","$7101.52"
"Tornadus 2025 Japanese Scarlet & Violet: White Flare #158/086 Art Rare Raw TCG (Near Mint)","11.49","$0.49","$4.24","$4.73 (10/17/2025)","$4.50","$3.25","$5.75","-8.33","11","$49.52"
"Ethan's Cyndaquil 2025 Scarlet & Violet: Destined Rivals #032/182 Base Raw TCG (Near Mint)","11.41","$0.17","$1.49","$1.66 (10/21/2025)","$1.57","$1.49","$1.66","-33.33","2","$3.15"
"Braviary 2025 Scarlet & Violet: Black Bolt #078/086 Master Ball Reverse Holo Raw TCG (Near Mint)","11.36","$0.51","$4.49","$5.00 (10/24/2025)","$5.10","$3.99","$6.50","0.00","5","$25.48"
"Boldore 2025 Japanese Scarlet & Violet: White Flare #126/086 Art Rare Raw TCG (Near Mint)","11.36","$0.51","$4.49","$5.00 (10/23/2025)","$4.31","$3.39","$5.98","-33.33","8","$34.50"
"Patrat 2025 Japanese Scarlet & Violet: White Flare #151/086 Art Rare Raw TCG (Near Mint)","11.36","$0.51","$4.49","$5.00 (10/22/2025)","$5.46","$4.00","$8.00","-16.67","20","$109.29"
"Hippowdon 2025 Scarlet & Violet: Prismatic Evolutions #053/131 Reverse Holo Raw TCG (Near Mint)","11.32","$0.18","$1.59","$1.77 (10/16/2025)","$1.60","$1.45","$1.77","0.00","3","$4.81"
"Jamming Tower 2025 Japanese Scarlet & Violet: Glory of Team Rocket #132/098 Ultra Rare (Secret) Raw TCG (Near Mint)","11.32","$1.81","$15.99","$17.80 (10/20/2025)","$18.37","$14.00","$20.79","-20.00","8","$146.94"
"Eevee 2025 Scarlet & Violet: Prismatic Evolutions #074/131 Base Raw TCG (Near Mint)","11.30","$0.79","$6.99","$7.78 (10/21/2025)","$6.13","$1.25","$8.50","-11.76","15","$91.97"
"Reshiram ex 2025 Scarlet & Violet: White Flare #173/086 Black White Rare (Secret) Raw TCG (Near Mint)","11.26","$42.50","$377.50","$420.00 (10/24/2025)","$399.60","$223.86","$550.00","-56.56","53","$21178.68"
"Ruffian 2025 Scarlet & Violet: Journey Together #181/159 Ultra Rare (Full Art) Raw TCG (Near Mint)","11.24","$0.28","$2.49","$2.77 (10/24/2025)","$2.52","$0.99","$5.23","-9.80","46","$115.73"
"Buneary 2025 Mega Evolution #107/132 Reverse Holo Raw TCG (Near Mint)","11.19","$0.15","$1.34","$1.49 (10/23/2025)","$1.54","$0.99","$1.99","400.00","10","$15.39"
"Dialga 2025 Japanese Mega Brave #47/63 Holo Raw TCG (Near Mint)","11.19","$0.15","$1.34","$1.49 (10/08/2025)","$1.42","$1.34","$1.49","-66.67","2","$2.83"
"Steven's Carbink 2025 Scarlet & Violet: Destined Rivals #086/182 Base Raw TCG (Near Mint)","11.19","$0.15","$1.34","$1.49 (10/17/2025)","$1.42","$1.34","$1.49","0.00","2","$2.83"
"Mega Signal 2025 Mega Evolution #121/132 Reverse Holo Raw TCG (Near Mint)","11.17","$0.20","$1.79","$1.99 (10/23/2025)","$1.80","$0.99","$2.97","400.00","10","$17.99"
"Hop's Zacian ex 2025 Scarlet & Violet: Journey Together #176/159 Ultra Rare (Full Art) Raw TCG (Near Mint)","11.17","$0.34","$3.09","$3.44 (10/24/2025)","$4.55","$0.99","$14.00","-41.53","69","$314.27"
"Cottonee 2025 Scarlet & Violet: Prismatic Evolutions #007/131 Master Ball Reverse Holo Raw TCG (Near Mint)","11.16","$0.24","$2.15","$2.39 (10/04/2025)","$2.51","$2.15","$2.99","-62.50","3","$7.53"
"Meloetta ex 2025 Japanese Scarlet & Violet: Black Bolt #170/086 Special Art Rare Raw TCG (Near Mint)","11.15","$2.91","$26.09","$29.00 (10/23/2025)","$29.46","$18.78","$46.63","-41.18","10","$294.61"
"Mienshao 2025 Japanese Scarlet & Violet: White Flare #132/086 Art Rare Raw TCG (Near Mint)","11.14","$0.45","$4.04","$4.49 (10/22/2025)","$5.59","$4.04","$6.98","-29.41","12","$67.09"
"Team Rocket's Blipbug 2025 Scarlet & Violet: Destined Rivals #015/182 Reverse Holo Raw TCG (Near Mint)","11.11","$0.15","$1.35","$1.50 (10/06/2025)","$1.40","$1.35","$1.50","-25.00","3","$4.20"
"Yamask 2025 Scarlet & Violet: White Flare #122/086 Illustration Rare Raw TCG (Near Mint)","11.09","$0.55","$4.97","$5.53 (10/24/2025)","$6.22","$3.09","$15.68","-35.53","49","$304.71"
"Hearthflame Mask Ogerpon ex 2025 Scarlet & Violet: Prismatic Evolutions #148/131 Special Illustration Rare Raw TCG (Near Mint)","11.08","$1.99","$18.00","$19.99 (10/21/2025)","$19.06","$14.28","$24.99","6.25","17","$324.04"
"Gothorita 2025 Scarlet & Violet: White Flare #125/086 Illustration Rare Raw TCG (Near Mint)","11.01","$1.14","$10.35","$11.49 (10/24/2025)","$10.94","$4.99","$14.99","-42.65","39","$426.57"
"Zamazenta 2025 Japanese Scarlet & Violet: Glory of Team Rocket #107/098 Art Rare Raw TCG (Near Mint)","10.79","$0.43","$3.96","$4.39 (10/24/2025)","$4.68","$1.25","$29.21","-25.81","46","$215.25"
"Garbodor 2025 Japanese Scarlet & Violet: White Flare #057/086 Master Ball Reverse Holo Raw TCG (Near Mint)","10.77","$0.35","$3.25","$3.60 (10/14/2025)","$3.28","$3.00","$3.60","200.00","3","$9.85"
"Krookodile 2025 Scarlet & Violet: Black Bolt #137/086 Illustration Rare Raw TCG (Near Mint)","10.76","$2.69","$25.00","$27.69 (10/24/2025)","$28.42","$17.50","$37.00","-47.62","22","$625.16"
"Golurk 2025 Japanese Scarlet & Violet: Black Bolt #129/086 Art Rare Raw TCG (Near Mint)","10.74","$0.58","$5.40","$5.98 (10/22/2025)","$5.15","$2.72","$5.98","-23.81","16","$82.38"
"Misty's Gyarados 2025 Scarlet & Violet: Destined Rivals #049/182 Reverse Holo Raw TCG (Near Mint)","10.71","$0.22","$2.05","$2.27 (10/23/2025)","$2.29","$1.75","$3.25","-33.33","14","$32.06"
